Student_Names,Math,Physics,Chemistry,Grade,Comment,Roll No.
Danielle Bowman,26,68,84,C,Below Average Achivement,530019
Alicia Durham,98,11,10,D,Poor Pursuance,558206
Alyssa Carlson,96,60,28,B,Average Performance,510862
Pamela Murray,44,32,35,D,Poor Pursuance,583793
Richard Lopez,96,36,53,B,Average Performance,512940
Cory Torres,30,30,61,D,Poor Pursuance,565592
Amy Smith,71,19,39,D,Poor Pursuance,521728
Lucas Reyes,48,62,98,B,Average Performance,589495
Michelle Calhoun,95,84,99,A+,Excellent Performance,530602
Andrea Melendez,41,11,70,D,Poor Pursuance,525805
John Neal,89,34,26,D,Poor Pursuance,598305
Fred Campbell,60,58,52,C,Below Average Achivement,557289
Douglas Cunningham,80,26,22,D,Poor Pursuance,503138
Stephen Mora,61,12,38,D,Poor Pursuance,583130
Matthew Nguyen DDS,97,50,62,B,Average Performance,524070
Nicole Ray,51,22,54,D,Poor Pursuance,531923
Robert Jackson,96,50,44,B,Average Performance,529789
Jimmy Terrell,61,45,35,D,Poor Pursuance,580960
Tammy Nguyen,69,84,92,A,Very Good Achivement,519471
Anna Peterson,21,13,75,D,Poor Pursuance,547808
Rebecca Chavez,83,67,18,C,Below Average Achivement,535632
Terrance Watson,37,52,27,D,Poor Pursuance,531349
Anne Thomas,55,49,78,C,Below Average Achivement,523480
Charles Mcdowell,26,22,79,D,Poor Pursuance,543427
Michelle Keller,54,86,67,B,Average Performance,589723
John Guzman,56,50,19,D,Poor Pursuance,524632
Christopher Gates,76,91,51,B+,Good Pursuance,510138
George Coffey,22,63,31,D,Poor Pursuance,588217
Christopher Morris,87,24,78,B,Average Performance,551376
Anthony Freeman,27,17,94,D,Poor Pursuance,579161
Samuel Lee,56,79,37,C,Below Average Achivement,578341
Katherine Park,99,45,43,B,Average Performance,538441
Jasmine Parsons,57,27,53,D,Poor Pursuance,577427
Carrie Hernandez,32,58,30,D,Poor Pursuance,503053
Micheal Werner,82,78,59,B+,Good Pursuance,548409
Christina Little,88,44,50,C,Below Average Achivement,595903
Jessica Pineda,46,41,84,C,Below Average Achivement,550646
Tara Moyer,91,84,46,B+,Good Pursuance,590521
Laura Washington,68,49,57,C,Below Average Achivement,579889
Allen Villanueva,61,44,82,B,Average Performance,558578
Karen Brock,81,12,31,D,Poor Pursuance,538210
Jeremiah Ibarra,61,22,11,F,Failed,508095
Sherry Salinas,64,26,11,D,Poor Pursuance,595837
George Jackson,31,27,44,D,Poor Pursuance,555677
Sherry Hernandez,18,65,52,D,Poor Pursuance,522179
Tina Williams,93,76,98,A,Very Good Achivement,548773
James Monroe,61,64,33,C,Below Average Achivement,576001
Andrew Pearson,95,55,41,B,Average Performance,548666
Danielle Scott,75,81,90,A,Very Good Achivement,513901
Steven Martinez,76,77,99,A,Very Good Achivement,590826
Alicia Perez,89,28,90,B,Average Performance,545615
Patricia Colon,88,71,62,B+,Good Pursuance,563475
Robert Morales,52,63,37,D,Poor Pursuance,553743
Caitlin Zimmerman,48,80,39,C,Below Average Achivement,554849
Keith Boone,99,36,47,C,Below Average Achivement,562101
Michelle Lucero,88,79,39,B,Average Performance,548796
Justin Petersen,85,11,69,C,Below Average Achivement,503135
Jaime Garcia,83,16,14,D,Poor Pursuance,559300
Shane Ortiz,31,77,88,B,Average Performance,581253
Keith Wright,85,71,65,B+,Good Pursuance,563511
Jose Robinson,25,97,34,C,Below Average Achivement,582700
Nicole Sanchez,18,69,74,C,Below Average Achivement,563977
Brandon Roberts,59,85,85,B+,Good Pursuance,589216
James Contreras,70,30,35,D,Poor Pursuance,591148
Andrea Cobb,59,85,92,B+,Good Pursuance,546235
Danielle Smith,33,22,46,D,Poor Pursuance,546888
Misty Valentine,45,15,49,D,Poor Pursuance,574725
Nicole Mays,48,50,72,C,Below Average Achivement,557036
Maria Kelley,51,51,19,D,Poor Pursuance,521698
Anna Dawson,70,99,52,B+,Good Pursuance,574791
Melissa Adams,96,99,22,B+,Good Pursuance,509377
Meagan Watkins,54,17,70,D,Poor Pursuance,573182
Heidi Davidson,20,20,78,D,Poor Pursuance,525322
Lisa Garza,31,12,21,F,Failed,563649
Karen Harris,94,10,68,C,Below Average Achivement,569752
Angela Mills,22,28,73,D,Poor Pursuance,510924
John King,73,64,84,B+,Good Pursuance,561285
Kristin Stephens,22,30,44,F,Failed,569766
Marcus Johnson,88,57,54,B,Average Performance,562877
Tammy Nguyen,45,75,72,B,Average Performance,509182
Eric Cooke,57,42,77,C,Below Average Achivement,557934
Donna Rogers,91,40,37,C,Below Average Achivement,593487
Tyler Warner,67,92,64,B+,Good Pursuance,538505
Melanie Walker,24,41,45,D,Poor Pursuance,598191
Jeremy Willis,66,23,97,B,Average Performance,537701
Patricia Hutchinson,72,75,38,B,Average Performance,546432
Aaron Morrow,66,14,52,D,Poor Pursuance,575310
Danielle Weber,42,91,81,B+,Good Pursuance,504379
Gina Romero,83,32,81,B,Average Performance,556481
Melissa Wells,99,89,72,A,Very Good Achivement,590335
Melissa Montes,74,80,94,A,Very Good Achivement,517296
Mr. Michael Harvey,80,76,54,B,Average Performance,578371
Morgan Smith,23,19,95,D,Poor Pursuance,574938
James Garcia,27,99,49,C,Below Average Achivement,503087
Dr. Nicole Wilson,46,25,62,D,Poor Pursuance,592459
Jo Patterson,32,49,53,D,Poor Pursuance,511446
Cynthia Miller,16,14,80,D,Poor Pursuance,548254
Clarence Davis,59,49,51,C,Below Average Achivement,507930
Juan Mendoza,73,28,80,C,Below Average Achivement,597828
Kevin Mccoy,30,20,34,F,Failed,523213
Kimberly Stevens,25,58,43,D,Poor Pursuance,503990
Daniel Hart,35,28,13,F,Failed,561772
Michelle Hart,26,99,49,C,Below Average Achivement,501019
Daniel Wilson,77,15,27,D,Poor Pursuance,560789
Emma Bishop,99,79,52,B+,Good Pursuance,561124
James White,79,86,10,C,Below Average Achivement,580870
Nicole Taylor,72,31,24,D,Poor Pursuance,553101
Margaret Barnes,82,36,63,C,Below Average Achivement,595875
Andrea Hale,81,20,94,B,Average Performance,500311
Gregory Rodriguez,35,44,13,F,Failed,599838
Randy Rodriguez,78,15,14,D,Poor Pursuance,564574
Michael Higgins,58,19,15,F,Failed,563715
Dana Moore,63,13,46,D,Poor Pursuance,507811
Steven Sampson,71,19,73,C,Below Average Achivement,523772
Rachel Marquez,39,15,67,D,Poor Pursuance,599891
Veronica Cole,33,59,67,C,Below Average Achivement,593588
Angela Kaiser,76,82,79,B+,Good Pursuance,541687
Terri Sanchez,48,40,100,B,Average Performance,501564
Sherri Roberts,68,98,17,B,Average Performance,596999
Richard Miller,77,10,28,D,Poor Pursuance,555778
Joseph Tucker,54,55,34,D,Poor Pursuance,570529
April Mason,96,64,17,C,Below Average Achivement,564953
Patricia Walters,15,49,78,D,Poor Pursuance,575606
Derrick Petty,11,54,52,D,Poor Pursuance,561076
Christopher Knight,35,55,14,D,Poor Pursuance,520379
Matthew Bishop,73,74,69,B+,Good Pursuance,561933
Cameron Delacruz,63,49,89,B,Average Performance,552555
Jennifer Jones,79,29,66,C,Below Average Achivement,530541
Bradley Bennett,85,63,88,B+,Good Pursuance,586847
Hannah Perkins,31,15,54,D,Poor Pursuance,532460
Stephanie Warren,88,39,82,B,Average Performance,515950
Austin Ryan,71,33,65,C,Below Average Achivement,511822
Teresa Tucker,20,24,48,F,Failed,507147
Lisa Herring,94,65,30,B,Average Performance,559211
Jamie Pham,51,37,25,D,Poor Pursuance,517726
Kenneth Moss,26,82,45,C,Below Average Achivement,521169
Cindy Fuller,30,89,60,C,Below Average Achivement,508962
Tyler Bridges,59,77,37,C,Below Average Achivement,568252
Devin Sawyer,49,19,13,F,Failed,512478
Allison Lambert,48,56,76,C,Below Average Achivement,550909
Matthew Suarez,47,75,16,D,Poor Pursuance,547876
Amber Walker,19,51,44,D,Poor Pursuance,590777
Scott Mcfarland,27,28,90,D,Poor Pursuance,519887
Isabel Morgan,87,65,20,C,Below Average Achivement,599012
Thomas Roach,49,58,50,C,Below Average Achivement,528001
Madison Harris,43,90,17,D,Poor Pursuance,574670
William Bell,62,85,28,C,Below Average Achivement,592460
William Arnold,37,17,83,D,Poor Pursuance,579072
Nancy Hughes,99,52,21,C,Below Average Achivement,537455
Kayla Smith,55,16,10,F,Failed,597138
Benjamin Cooper,14,59,42,D,Poor Pursuance,501194
Kimberly Chapman,92,56,91,B+,Good Pursuance,576320
Kimberly Rice,11,90,22,D,Poor Pursuance,548949
Sergio Cruz,14,71,22,D,Poor Pursuance,567802
Erika Duarte,13,41,24,F,Failed,549157
Joanna Gardner,76,40,76,B,Average Performance,539980
Steven Thompson,36,11,19,F,Failed,598290
Cory Sutton,67,17,96,C,Below Average Achivement,511881
Laura Martin,23,33,44,D,Poor Pursuance,540321
Michael Howard,35,86,36,C,Below Average Achivement,598856
Brenda Mcconnell,72,98,50,B+,Good Pursuance,554188
Rebecca Hernandez,12,28,43,F,Failed,587463
Renee Frost,98,66,38,B,Average Performance,568550
Noah Evans,54,49,43,D,Poor Pursuance,564438
Stephanie Hansen,45,32,61,D,Poor Pursuance,534611
John Neal,30,93,70,B,Average Performance,528620
Dustin Mccullough,28,35,53,D,Poor Pursuance,532420
Christine May,51,22,63,D,Poor Pursuance,571299
Rebecca Green,91,98,86,A+,Excellent Performance,535972
Maria Lee PhD,45,61,71,C,Below Average Achivement,536356
Catherine Jimenez DDS,68,20,17,D,Poor Pursuance,563235
Amy Lopez,40,24,28,F,Failed,527368
Angelica Copeland,36,69,77,C,Below Average Achivement,515995
Kelly Cruz,96,90,46,B+,Good Pursuance,550661
Brittany Patton MD,26,17,68,D,Poor Pursuance,532792
Phillip Smith,17,56,77,D,Poor Pursuance,589973
Anna Martinez,28,39,52,D,Poor Pursuance,526455
Taylor Nguyen,66,63,41,C,Below Average Achivement,599158
Brett Greer,90,99,37,B+,Good Pursuance,543903
Michelle Smith,86,100,59,A,Very Good Achivement,543145
Gail Greer,27,66,65,C,Below Average Achivement,565736
Antonio Patton,10,81,69,C,Below Average Achivement,596551
Jeff Harrison,100,14,96,B,Average Performance,502996
Lauren Rodriguez,48,42,93,B,Average Performance,592177
Brenda Garner,27,83,32,D,Poor Pursuance,589931
Christopher Lewis,66,51,69,B,Average Performance,598310
Stephanie Cook,34,67,71,C,Below Average Achivement,564668
Chase Dunn,22,93,55,C,Below Average Achivement,517757
James Myers,59,98,46,B,Average Performance,524873
Randy Scott,80,77,14,C,Below Average Achivement,547952
Benjamin Flores,30,18,54,D,Poor Pursuance,517210
Scott Avery,20,19,87,D,Poor Pursuance,567267
Miss Laura Maddox,60,85,10,C,Below Average Achivement,534912
Breanna Lewis,31,91,80,B,Average Performance,508981
Gregory Parrish,70,22,32,D,Poor Pursuance,584056
Kayla Brown,50,57,23,D,Poor Pursuance,560770
Katie Ford,80,21,89,B,Average Performance,557855
Amber Garcia,89,33,66,B,Average Performance,555002
Deborah Shields,63,36,52,D,Poor Pursuance,570254
Bradley Perez,40,80,95,B+,Good Pursuance,560614
Cynthia Morris,61,54,70,B,Average Performance,557786
Kimberly George,90,33,54,C,Below Average Achivement,532543
Stacey Johnson,11,99,19,D,Poor Pursuance,582789
Jennifer Alvarado,89,28,87,B,Average Performance,598887
Jodi Fuentes,72,90,78,B+,Good Pursuance,504320
Rickey Martin,41,62,41,D,Poor Pursuance,544749
Susan Porter,48,71,21,D,Poor Pursuance,567961
Heather Moody,46,81,22,D,Poor Pursuance,589656
Bradley Harris,29,10,91,D,Poor Pursuance,547795
Luis Butler,83,88,64,B+,Good Pursuance,548475
Tiffany Cruz,98,24,95,B+,Good Pursuance,541636
Joshua Gibson,53,73,61,B,Average Performance,564830
Carla Owens,97,94,16,B,Average Performance,557094
Steven Adams,30,69,14,D,Poor Pursuance,501409
Katrina Wood,52,21,42,D,Poor Pursuance,585318
Timothy Mejia,10,100,15,D,Poor Pursuance,524679
Carla Davis,33,15,27,F,Failed,517419
Carmen Franklin,83,89,26,B,Average Performance,539144
Jennifer Scott,77,18,95,B,Average Performance,512766
Amanda Hill,87,85,22,B,Average Performance,591741
Claudia Wheeler,81,28,92,B,Average Performance,570289
Jeff Romero,86,88,90,A,Very Good Achivement,543767
Ashley Martin,98,36,71,B,Average Performance,571076
Matthew Hall,37,42,95,C,Below Average Achivement,574136
Andrew Martin,13,12,70,F,Failed,557296
Vincent Cardenas,77,80,84,B+,Good Pursuance,575174
Karen Palmer,78,77,22,C,Below Average Achivement,599192
Chelsea Johnson DVM,12,58,96,C,Below Average Achivement,530105
Adam Henry,92,10,11,D,Poor Pursuance,552298
Robin Peterson,44,14,81,D,Poor Pursuance,563909
Isabel Collins DVM,10,98,91,B,Average Performance,500328
Michael Hunter,81,97,51,B+,Good Pursuance,539107
Michael Lopez,66,59,72,B,Average Performance,591802
James Johnson,98,42,65,B,Average Performance,518654
Paul Hicks,60,91,15,C,Below Average Achivement,592525
Cory Swanson,23,15,19,F,Failed,531893
Lindsey Chambers,50,81,15,D,Poor Pursuance,529705
Cory Cain MD,72,42,31,D,Poor Pursuance,547701
William Lane,98,18,65,C,Below Average Achivement,579926
Katherine Gonzalez,83,60,89,B+,Good Pursuance,535068
Patrick Moreno,91,25,82,B,Average Performance,526333
Jaime Vincent,48,84,49,C,Below Average Achivement,560693
Jimmy Baker,90,59,42,B,Average Performance,526348
Holly Pena,40,54,51,D,Poor Pursuance,540803
Erica Wood,46,68,91,B,Average Performance,502103
Michael Hamilton,65,11,33,D,Poor Pursuance,572221
Christopher Moreno,94,71,19,B,Average Performance,525457
Danielle Hickman,93,68,21,C,Below Average Achivement,590329
Mackenzie Williams,85,86,38,B,Average Performance,571327
Linda Campbell,31,94,77,B,Average Performance,517599
Megan Herrera MD,28,14,25,F,Failed,580962
Christian Flores,75,77,72,B+,Good Pursuance,504040
Robert Williams,15,66,40,D,Poor Pursuance,568184
Amber Weeks,41,41,78,C,Below Average Achivement,588333
Joshua Nichols,27,25,47,D,Poor Pursuance,521371
Andrew Stewart,99,55,99,A,Very Good Achivement,579711
Jermaine Keller,94,65,88,A,Very Good Achivement,507578
Rachel Price,26,91,10,D,Poor Pursuance,506201
Brandon Saunders,97,95,48,B+,Good Pursuance,534053
Darren Wong,93,46,39,C,Below Average Achivement,513421
Wesley Krueger,79,23,47,D,Poor Pursuance,556022
Nathan Bowers,38,75,46,C,Below Average Achivement,576590
Valerie Nelson,93,63,98,A,Very Good Achivement,504360
Caroline Cole,95,70,21,B,Average Performance,543491
Jose Chang,88,87,50,B+,Good Pursuance,529154
Shane Campbell,18,28,44,F,Failed,501240
Heidi Jackson,50,83,40,C,Below Average Achivement,539497
Luke Hobbs,88,80,10,C,Below Average Achivement,514914
Sara Sanchez,92,84,36,B,Average Performance,542355
Robert Baker,81,79,10,C,Below Average Achivement,598363
David Allen,19,64,74,C,Below Average Achivement,588551
Jamie Roberts,32,61,11,D,Poor Pursuance,530485
Paul Miller,46,92,63,B,Average Performance,511992
Laura Cox,19,51,34,D,Poor Pursuance,584379
Joshua Hardy,81,61,66,B,Average Performance,562560
Laurie Miller,93,52,44,B,Average Performance,584850
Stephanie Evans,26,78,13,D,Poor Pursuance,565553
Jennifer Holden,88,17,27,D,Poor Pursuance,589288
Oscar Moore,98,87,64,A,Very Good Achivement,529996
Ellen Cardenas,21,13,34,F,Failed,577451
Joshua Robinson,97,26,13,D,Poor Pursuance,598062
Susan Lewis,72,86,51,B,Average Performance,563886
Sheila Walker,39,16,21,F,Failed,569294
Kellie Hill,48,84,20,D,Poor Pursuance,534926
James Mathis,88,79,27,B,Average Performance,568482
Eric Norman,12,20,62,F,Failed,573828
Amanda Stewart,63,54,47,C,Below Average Achivement,552871
James Conley,55,50,59,C,Below Average Achivement,586120
Seth Johnson,77,54,18,D,Poor Pursuance,586637
Kristen Rodriguez,42,82,81,B,Average Performance,547985
Judy Hampton,83,70,90,A,Very Good Achivement,542152
Maria Morales,86,99,62,A,Very Good Achivement,508129
Brittany Hernandez,95,18,52,C,Below Average Achivement,586845
Cory Watts,60,56,77,B,Average Performance,535134
Adrian Waters,33,91,20,D,Poor Pursuance,566725
Colin Cannon,37,19,76,D,Poor Pursuance,589201
Courtney Reid,46,53,82,C,Below Average Achivement,559692
Jacob Williams,95,47,14,C,Below Average Achivement,579657
Phillip Rice,57,39,84,C,Below Average Achivement,510707
Amanda Lynch,56,21,60,D,Poor Pursuance,574601
Matthew Edwards,75,57,81,B+,Good Pursuance,573668
Hailey Bell,100,44,32,C,Below Average Achivement,555932
John Vaughn,23,52,76,D,Poor Pursuance,526432
James Contreras,36,89,36,C,Below Average Achivement,599582
Micheal Carroll,18,84,51,C,Below Average Achivement,567178
Jenna Moreno,81,18,79,C,Below Average Achivement,542775
Tyler Arias,18,19,34,F,Failed,561292
John Torres,24,89,50,C,Below Average Achivement,592906
John Hamilton,20,57,28,D,Poor Pursuance,584693
Kristina Reed,32,61,92,B,Average Performance,529112
Courtney Gonzalez,55,100,17,C,Below Average Achivement,582430
Angela Butler,91,94,17,B,Average Performance,538337
Cheryl Long,63,79,76,B+,Good Pursuance,566765
Joshua Moreno,55,32,29,D,Poor Pursuance,552992
Scott Fry,32,52,17,D,Poor Pursuance,562237
Calvin Freeman,79,85,31,B,Average Performance,544684
Keith Jones,14,27,58,D,Poor Pursuance,555830
Christina Rodriguez,87,56,100,A,Very Good Achivement,500965
Jessica Mccarthy,47,67,45,C,Below Average Achivement,548801
Brett Keller,20,63,92,C,Below Average Achivement,530506
Scott Bennett,52,79,74,B,Average Performance,524218
Ronald Kelley,53,51,77,C,Below Average Achivement,554491
Adrian Lopez,66,39,86,B,Average Performance,519848
Joseph Porter,93,24,47,C,Below Average Achivement,583912
Henry Smith,31,52,31,D,Poor Pursuance,586617
Rebecca Lee,44,45,93,C,Below Average Achivement,523457
Ryan Stewart,32,79,86,B,Average Performance,591832
Teresa Hester,55,92,58,B,Average Performance,583170
Scott Berry Jr.,29,16,99,D,Poor Pursuance,593902
Kirk Hall,91,96,51,B+,Good Pursuance,510664
Melissa Wilson,33,54,26,D,Poor Pursuance,573614
Jesse Ingram,65,47,33,D,Poor Pursuance,577348
Michael Johnson,87,26,48,C,Below Average Achivement,520038
Nicole Watkins,94,67,91,A,Very Good Achivement,516716
Debra Pope,64,10,78,D,Poor Pursuance,514610
Theresa Davis,46,45,17,D,Poor Pursuance,553558
Raymond Hernandez,95,80,15,B,Average Performance,590928
Brian Leonard,77,32,76,B,Average Performance,599115
Karen Soto,36,20,27,F,Failed,512467
Jennifer Dickerson,19,44,47,D,Poor Pursuance,521268
Stephen Bennett,35,43,40,D,Poor Pursuance,562196
Ryan Rodriguez,41,29,72,D,Poor Pursuance,501580
Molly Buchanan,98,88,94,A+,Excellent Performance,573367
Albert Lewis,76,22,45,D,Poor Pursuance,563151
Kathryn Mcmillan,22,100,41,C,Below Average Achivement,597172
April Carpenter,85,95,79,A,Very Good Achivement,552031
Yvonne Day,43,14,80,D,Poor Pursuance,599910
Patricia Porter,63,18,10,F,Failed,516631
Kevin May,31,29,16,F,Failed,563767
David Lindsey,69,89,94,A,Very Good Achivement,561301
Steven Wilson,80,82,89,A,Very Good Achivement,546356
Hayley Clark,56,16,32,D,Poor Pursuance,577417
Scott Simpson,88,95,57,B+,Good Pursuance,563265
Brandon Anderson,74,14,37,D,Poor Pursuance,591628
Renee Roberts,97,29,51,C,Below Average Achivement,510021
Theresa Russell,26,79,51,C,Below Average Achivement,582394
Sean Bennett,81,71,96,A,Very Good Achivement,594538
Charles Herrera,64,23,88,C,Below Average Achivement,559236
Ashlee Kidd,74,50,73,B,Average Performance,552840
Darrell Garcia,27,87,79,B,Average Performance,512539
Jason Robinson,35,97,14,D,Poor Pursuance,556568
Sara Logan,94,52,43,B,Average Performance,509848
Tyler Schultz,91,19,81,B,Average Performance,510641
Nicholas Rice,30,20,58,D,Poor Pursuance,574061
Cynthia Houston,53,33,19,D,Poor Pursuance,535820
Kelly Chang,78,48,62,B,Average Performance,519371
Emily Cunningham,86,44,94,B+,Good Pursuance,557725
Pamela Wilson,49,61,23,D,Poor Pursuance,550172
Mrs. Bonnie Howard DDS,67,59,41,C,Below Average Achivement,561251
Elizabeth Roberts,73,27,73,C,Below Average Achivement,576803
Joel Gallegos,86,100,14,B,Average Performance,534598
Dawn Carter,45,73,52,C,Below Average Achivement,598895
Jessica Gregory,88,60,28,C,Below Average Achivement,559772
Chelsea Peterson,26,66,50,D,Poor Pursuance,586506
Michael Hill,87,65,15,C,Below Average Achivement,576439
William Jackson PhD,36,95,74,B,Average Performance,561765
Kathy Jordan,40,24,52,D,Poor Pursuance,573426
Dr. Valerie Fitzgerald,51,14,29,F,Failed,501494
David Ramirez,68,27,18,D,Poor Pursuance,585956
William Garcia,100,22,68,B,Average Performance,547279
Jeffrey Ayers,65,50,64,C,Below Average Achivement,549270
Rhonda Cook,71,34,78,B,Average Performance,535753
Joseph Pacheco,58,78,41,C,Below Average Achivement,545904
Ray Herrera,34,34,66,D,Poor Pursuance,543829
Vickie Clark,54,90,71,B+,Good Pursuance,577277
Erica Smith,79,90,62,B+,Good Pursuance,571625
Christine Ryan,38,94,17,D,Poor Pursuance,568579
Rebecca Carey,15,44,21,F,Failed,555185
Carl Johnson Jr.,94,59,51,B,Average Performance,514250
Ryan Sutton,37,95,71,B,Average Performance,535688
Steven Romero,48,98,21,C,Below Average Achivement,597065
Derek Rose,87,46,17,D,Poor Pursuance,520200
Tyler Ellis,15,100,31,D,Poor Pursuance,500833
Anthony Jimenez,88,81,18,B,Average Performance,501667
Jeremy Powell,51,88,69,B,Average Performance,508858
Tracy James,30,31,43,D,Poor Pursuance,585365
Renee Kelly,24,82,67,C,Below Average Achivement,506862
Mary Rosales,72,13,81,C,Below Average Achivement,502687
Brianna Salazar,17,57,89,C,Below Average Achivement,552469
Luke Riggs,17,56,92,C,Below Average Achivement,582449
Kimberly Henderson,63,91,62,B+,Good Pursuance,500576
Kathryn Clayton,36,22,99,C,Below Average Achivement,592653
Jennifer Williams,53,84,39,C,Below Average Achivement,533076
Emily Brown,44,41,44,D,Poor Pursuance,515810
Lee Walker,51,64,82,B,Average Performance,518987
Kyle Burns,88,28,11,D,Poor Pursuance,529163
Robert Harris II,68,16,46,D,Poor Pursuance,524702
James Palmer,16,86,94,B,Average Performance,526437
Laura Castaneda,96,26,47,C,Below Average Achivement,505921
Dana Jones,95,16,15,D,Poor Pursuance,561915
David Fisher,62,88,21,C,Below Average Achivement,583646
Joshua Douglas,97,32,67,B,Average Performance,564901
Justin Schaefer,86,78,77,B+,Good Pursuance,592820
Ashley Scott,70,93,19,C,Below Average Achivement,560151
Brent Chapman,73,50,78,B,Average Performance,538408
Lindsay Nelson,64,73,42,C,Below Average Achivement,521429
Christopher Bryant,100,67,67,B+,Good Pursuance,597851
James Russell,83,89,45,B+,Good Pursuance,538749
Dawn Ramsey,90,23,26,D,Poor Pursuance,507299
Lindsay Caldwell,42,44,44,D,Poor Pursuance,589887
Janice Durham,16,61,17,F,Failed,539125
Cheryl Wilson,80,54,78,B,Average Performance,556033
Catherine Ball,53,16,66,D,Poor Pursuance,522831
Christopher Foster,40,53,88,C,Below Average Achivement,508361
James Russell,89,58,88,B+,Good Pursuance,567030
Sharon Wilson,96,24,92,B,Average Performance,536328
John Hoffman,94,35,22,D,Poor Pursuance,542272
Stephanie Lloyd,64,69,94,B+,Good Pursuance,551151
Katherine Casey,29,36,19,F,Failed,515927
John Cook,27,74,48,D,Poor Pursuance,590311
Jonathan French,27,61,62,D,Poor Pursuance,538011
Javier Dorsey,11,60,46,D,Poor Pursuance,511087
John Lewis,12,29,100,D,Poor Pursuance,545587
Carl Benson,25,64,20,D,Poor Pursuance,536861
Michael Klein,51,17,90,C,Below Average Achivement,588933
Tracy Jones,89,66,35,B,Average Performance,554601
Nicholas Cooper,36,44,58,D,Poor Pursuance,598991
Jeffrey King DDS,93,35,85,B+,Good Pursuance,546873
Yvette Reyes,19,99,86,B,Average Performance,501004
Ryan Gardner,26,35,55,D,Poor Pursuance,520595
Melanie Skinner,30,30,20,F,Failed,567765
Susan Gregory,76,18,61,C,Below Average Achivement,552974
Alan Roth,44,65,88,B,Average Performance,561271
Raymond Lynch,84,96,88,A,Very Good Achivement,550050
Eric Stanley,21,50,69,D,Poor Pursuance,556953
Makayla Grimes,56,76,11,D,Poor Pursuance,532177
Bonnie Jenkins,81,35,88,B,Average Performance,584604
Donna Taylor,83,72,29,B,Average Performance,507061
Kevin Diaz,81,28,74,B,Average Performance,509014
Yolanda Lucas,57,21,60,D,Poor Pursuance,531070
David Davis,57,83,52,B,Average Performance,559390
Jeremy Henderson,56,73,46,C,Below Average Achivement,599502
Karen Taylor,59,92,96,A,Very Good Achivement,523411
Andrew Knight,90,99,90,A+,Excellent Performance,512336
Tiffany Smith,46,77,34,C,Below Average Achivement,596994
Christopher Ortiz,58,92,14,C,Below Average Achivement,509069
Isaac Ferguson,43,62,22,D,Poor Pursuance,543552
Ashley Mack,45,74,70,B,Average Performance,584945
Anthony Hernandez,41,52,59,D,Poor Pursuance,598205
Lisa Beasley,13,69,66,D,Poor Pursuance,544199
Sierra Perez,13,90,96,B,Average Performance,570389
Ashley Jones,91,10,92,B,Average Performance,563387
Angela Davis,37,76,62,C,Below Average Achivement,555965
Wesley Holland,56,89,39,B,Average Performance,596268
Casey Anderson,54,80,49,B,Average Performance,577169
Alexis Howard,87,96,79,A,Very Good Achivement,521660
Kevin Chaney,23,84,44,D,Poor Pursuance,522432
James Collins,60,42,36,D,Poor Pursuance,559238
Anthony Conrad,30,82,45,C,Below Average Achivement,527301
Tiffany Knox,84,35,43,C,Below Average Achivement,537751
John Padilla,64,34,58,C,Below Average Achivement,584842
Sean Roberts,61,96,80,B+,Good Pursuance,527742
Alexa Zhang,11,20,74,D,Poor Pursuance,510372
Veronica Campbell,67,25,85,C,Below Average Achivement,566044
Malik Johnson,29,13,40,F,Failed,521579
Rachel Baker,69,30,78,C,Below Average Achivement,520194
Kevin Wagner,77,63,35,C,Below Average Achivement,504407
Maureen Horne,19,98,82,B,Average Performance,540791
Tammy Hopkins,76,42,35,C,Below Average Achivement,508898
Heather Nichols,79,48,10,D,Poor Pursuance,578407
Charles Vargas,52,76,38,C,Below Average Achivement,503387
Adam Chen,91,21,29,D,Poor Pursuance,582022
Jessica Benson,15,70,78,C,Below Average Achivement,554525
Phillip Conley,54,57,57,C,Below Average Achivement,501326
Samantha Burton,20,44,82,D,Poor Pursuance,599298
Jonathan Johnson,30,46,82,C,Below Average Achivement,570444
Steve Collins,100,28,15,D,Poor Pursuance,561658
Annette Butler,29,28,70,D,Poor Pursuance,538945
Jasmine Wyatt,94,11,40,D,Poor Pursuance,598949
Angela Newman,83,70,71,B+,Good Pursuance,571802
Jennifer Woods,71,25,83,C,Below Average Achivement,513725
Richard Garrett,22,47,39,D,Poor Pursuance,561890
Ashley Schneider,73,59,63,B,Average Performance,504982
Lisa Curtis,73,73,30,C,Below Average Achivement,500648
Lindsay Williams,56,51,38,D,Poor Pursuance,501679
Dominique Brown,17,36,77,D,Poor Pursuance,539498
Brent Washington,94,39,24,C,Below Average Achivement,514725
Christopher Smith,99,50,37,B,Average Performance,503539
Greg Watts,55,82,20,C,Below Average Achivement,579840
Christopher Bell,38,84,22,D,Poor Pursuance,588488
Anita Decker,10,76,79,C,Below Average Achivement,586443
Diane Moses,98,35,45,C,Below Average Achivement,586975
Dominique Delgado,21,96,80,B,Average Performance,504278
Jeremy Owen,99,30,59,B,Average Performance,597632
Patrick Haynes,38,45,98,C,Below Average Achivement,557210
Holly Craig,78,51,23,D,Poor Pursuance,512676
Denise Wilkerson,91,81,13,B,Average Performance,588585
Kim Foster,75,84,27,B,Average Performance,591336
William Gomez,75,77,51,B,Average Performance,527105
